card1,card2,position,skill,decision,played_at
Tc,8h,bb,advanced,fold,2023-11-30 05:27:49.031228
7s,8d,sb,advanced,aggress,2023-11-30 05:27:50.258815
8d,7c,bb,advanced,fold,2023-11-30 05:27:52.322443
Jd,7s,sb,advanced,aggress,2023-11-30 05:27:53.422974
Ad,Ac,bb,advanced,aggress,2023-11-30 05:28:02.230329
4c,9s,sb,advanced,aggress,2023-11-30 05:28:11.066331
9d,6d,bb,advanced,fold,2023-11-30 05:28:12.822247
Js,Ks,sb,advanced,aggress,2023-11-30 05:28:14.008929
Qc,8h,bb,advanced,aggress,2023-11-30 05:28:16.371153
7h,3c,sb,advanced,aggress,2023-11-30 05:28:25.595878
4h,Ts,sb,advanced,fold,2023-11-30 05:28:31.152308
9h,4c,bb,advanced,fold,2023-11-30 05:28:32.528439
5s,Kh,sb,advanced,aggress,2023-11-30 05:28:33.655278
2c,5h,bb,advanced,fold,2023-11-30 05:28:35.237946
7h,4h,sb,advanced,aggress,2023-11-30 05:28:36.443747
3h,5c,bb,advanced,fold,2023-11-30 05:28:37.658435
6c,5h,sb,advanced,aggress,2023-11-30 05:28:39.530402
Kd,2d,sb,advanced,aggress,2023-11-30 05:28:44.662199
5c,8s,bb,advanced,fold,2023-11-30 05:28:53.977239
Ts,Jh,sb,advanced,aggress,2023-11-30 05:28:55.207005
8s,Jh,bb,advanced,aggress,2023-11-30 05:28:55.734693
Qs,Jd,sb,advanced,aggress,2023-11-30 05:29:04.475472
8c,Qh,sb,intermediate,aggress,2023-11-30 05:30:03.056563
4s,8d,sb,intermediate,fold,2023-11-30 05:30:08.825116
2c,5s,bb,beginner,aggress,2023-11-30 05:39:58.480012
Qc,2c,sb,beginner,aggress,2023-11-30 05:40:11.639234
4d,2c,sb,beginner,fold,2023-11-30 05:40:28.404443
5h,Jc,bb,beginner,aggress,2023-11-30 05:40:37.221861
6h,9h,bb,beginner,aggress,2023-11-30 05:40:59.345595
8c,Tc,sb,beginner,aggress,2023-11-30 05:41:10.465224
Qh,7d,sb,beginner,aggress,2023-11-30 05:41:18.340393
6c,3c,sb,beginner,fold,2023-11-30 05:41:37.577966
4s,3d,bb,beginner,aggress,2023-11-30 05:41:40.109032
7c,Ks,bb,beginner,aggress,2023-11-30 05:41:52.271998
2s,5h,sb,beginner,aggress,2023-11-30 05:42:16.958605
Ah,8d,bb,beginner,aggress,2023-11-30 05:42:27.649839
Qd,Ad,sb,beginner,aggress,2023-11-30 05:42:37.900677
8c,6s,sb,beginner,aggress,2023-11-30 05:42:45.24978
7c,2c,bb,beginner,aggress,2023-11-30 05:42:49.357055
3h,Jh,sb,beginner,aggress,2023-11-30 05:46:14.727242
7h,8h,bb,beginner,aggress,2023-11-30 05:47:20.313437
9s,3d,bb,beginner,fold,2023-11-30 05:47:34.034022
6c,Jh,bb,advanced,fold,2023-11-30 05:47:35.451505
8h,Kh,bb,beginner,aggress,2023-11-30 05:47:48.444171
Tc,Qh,sb,beginner,aggress,2023-11-30 05:48:00.894828
Jh,Kh,bb,advanced,aggress,2023-11-30 05:48:02.242965
2c,Th,sb,beginner,fold,2023-11-30 05:48:08.888796
2c,Kc,bb,advanced,aggress,2023-11-30 05:48:19.507569
Kc,4s,sb,beginner,fold,2023-11-30 05:48:27.240903
Qd,3h,sb,advanced,aggress,2023-11-30 05:48:33.39549
Qc,9h,bb,advanced,aggress,2023-11-30 05:48:36.707386
8d,7s,bb,beginner,fold,2023-11-30 05:48:39.327999
6c,3c,sb,beginner,fold,2023-11-30 05:48:41.396422
Qh,9c,sb,beginner,aggress,2023-11-30 05:48:58.57786
2c,3s,sb,beginner,fold,2023-11-30 05:49:04.466512
7c,2h,bb,advanced,fold,2023-11-30 05:49:09.888278
Ts,8s,sb,beginner,fold,2023-11-30 05:49:10.451325
9h,9d,sb,advanced,aggress,2023-11-30 05:49:13.251984
3c,As,sb,advanced,aggress,2023-11-30 05:49:32.982089
2h,5h,sb,advanced,fold,2023-11-30 05:49:40.3845
5s,Jd,sb,advanced,fold,2023-11-30 05:49:59.244222
Tc,Kd,bb,advanced,aggress,2023-11-30 05:50:01.619687
8s,Ah,sb,advanced,aggress,2023-11-30 05:50:04.969278
Kd,Ks,bb,advanced,aggress,2023-11-30 05:50:07.080801
7c,8d,sb,advanced,aggress,2023-11-30 05:50:17.011645
2d,7c,bb,advanced,fold,2023-11-30 05:50:18.955911
2d,8h,sb,advanced,fold,2023-11-30 05:50:22.243627
Jc,Qs,sb,advanced,aggress,2023-11-30 05:50:28.702029
2c,Ah,sb,advanced,aggress,2023-11-30 05:50:33.619612
4h,9h,bb,advanced,fold,2023-11-30 05:50:43.187846
2c,5s,sb,advanced,fold,2023-11-30 05:50:47.222366
5d,2c,sb,advanced,fold,2023-11-30 05:50:59.532116
Qd,Qs,bb,advanced,aggress,2023-11-30 05:51:02.588276
Ts,9c,sb,advanced,fold,2023-11-30 05:51:09.242484
5s,3d,bb,advanced,fold,2023-11-30 05:51:14.152781
5h,Qh,sb,advanced,aggress,2023-11-30 05:51:18.83983
8s,Qh,sb,advanced,aggress,2023-11-30 05:51:33.191748
6d,Td,bb,advanced,fold,2023-11-30 05:51:45.228876
9d,9s,sb,advanced,aggress,2023-11-30 05:51:47.469361
Ah,Ac,sb,advanced,aggress,2023-11-30 05:51:58.262387
Th,4c,bb,advanced,fold,2023-11-30 05:52:00.74364
2d,2h,bb,advanced,aggress,2023-11-30 05:52:06.920257
4s,9d,sb,advanced,fold,2023-11-30 05:52:13.866191
Kc,8h,sb,advanced,aggress,2023-11-30 05:52:22.101714
As,Kd,sb,advanced,aggress,2023-11-30 05:52:45.18265
Jd,5c,sb,advanced,fold,2023-11-30 05:52:50.372794
Ah,7h,bb,advanced,aggress,2023-11-30 05:52:53.166679
7c,9s,sb,advanced,fold,2023-11-30 05:56:32.266513
4d,2s,bb,advanced,fold,2023-11-30 05:56:44.29046
Qs,7h,sb,advanced,aggress,2023-11-30 05:56:46.206585
4s,4c,bb,advanced,aggress,2023-11-30 05:56:55.071241
9h,Ts,sb,advanced,aggress,2023-11-30 05:57:09.747508
6d,9h,sb,advanced,fold,2023-11-30 05:57:34.383956
2c,8s,bb,advanced,fold,2023-11-30 05:57:35.954026
6h,Qc,sb,advanced,aggress,2023-11-30 05:57:48.258972
Jc,Td,bb,advanced,aggress,2023-11-30 05:57:49.874632
8s,Ac,sb,advanced,aggress,2023-11-30 05:57:59.149963
7d,Jc,bb,advanced,fold,2023-11-30 05:58:05.785041
Td,8d,sb,advanced,aggress,2023-11-30 05:58:08.637832
Jd,4d,bb,advanced,aggress,2023-11-30 05:58:21.223072
5d,Kc,sb,advanced,aggress,2023-11-30 05:58:22.581906
Tc,Js,bb,advanced,aggress,2023-11-30 05:58:38.270829
6d,4d,sb,advanced,fold,2023-11-30 05:58:47.367595
Ts,4s,sb,advanced,aggress,2023-11-30 05:59:03.180743
7d,Jc,sb,advanced,fold,2023-11-30 05:59:03.539393
Jc,Tc,bb,advanced,aggress,2023-11-30 05:59:04.910925
Js,9h,bb,advanced,fold,2023-11-30 05:59:14.821885
5d,3h,sb,advanced,fold,2023-11-30 05:59:16.878651
4d,8s,bb,advanced,fold,2023-11-30 05:59:18.332408
7d,2d,bb,advanced,fold,2023-11-30 05:59:19.070886
5h,Th,sb,advanced,aggress,2023-11-30 05:59:24.656316
Ah,9c,sb,advanced,aggress,2023-11-30 05:59:37.097572
9s,7c,sb,advanced,aggress,2023-11-30 05:59:42.417496
Ac,Js,sb,advanced,aggress,2023-11-30 05:59:44.341346
Ks,Tc,bb,advanced,aggress,2023-11-30 05:59:46.630334
2c,6c,sb,advanced,fold,2023-11-30 05:59:48.248697
Ah,Jc,bb,advanced,aggress,2023-11-30 06:00:12.494586
Kc,4h,sb,advanced,fold,2023-11-30 06:00:21.701034
Kd,5h,bb,advanced,aggress,2023-11-30 06:00:25.037941
5d,Ac,sb,advanced,aggress,2023-11-30 06:00:34.252147
8d,Ac,bb,advanced,aggress,2023-11-30 06:00:36.263518
3c,2d,sb,advanced,fold,2023-11-30 06:00:45.468846
2h,9c,sb,advanced,fold,2023-11-30 06:00:47.758519
2s,6c,sb,advanced,fold,2023-11-30 06:00:53.791002
7h,Qd,bb,advanced,fold,2023-11-30 06:01:04.050585
Ah,2c,sb,advanced,fold,2023-11-30 06:01:04.682718
Ad,9s,bb,advanced,aggress,2023-11-30 06:01:06.444067
2s,4s,sb,advanced,fold,2023-11-30 06:01:19.692174
Kc,5h,sb,advanced,aggress,2023-11-30 06:01:25.130976
Jh,Ad,sb,advanced,aggress,2023-11-30 06:01:29.617977
Ah,Ac,sb,advanced,aggress,2023-11-30 06:01:32.171433
8c,9h,sb,advanced,aggress,2023-11-30 06:01:43.054306
Ts,9h,sb,advanced,aggress,2023-11-30 06:01:44.884749
4c,Kc,bb,advanced,aggress,2023-11-30 06:01:45.309755
9c,8s,sb,advanced,aggress,2023-11-30 06:01:50.581527
6c,5c,bb,advanced,aggress,2023-11-30 06:02:12.823092
Jd,9d,sb,advanced,aggress,2023-11-30 06:02:22.27046
6d,Jd,bb,advanced,fold,2023-11-30 06:02:24.675704
5s,Jd,bb,advanced,fold,2023-11-30 06:02:25.53229
Kc,Kh,sb,advanced,aggress,2023-11-30 06:02:26.887311
4c,Jh,sb,advanced,fold,2023-11-30 06:02:27.799403
Ah,Qs,bb,advanced,aggress,2023-11-30 06:02:28.490494
8h,Qs,sb,advanced,aggress,2023-11-30 06:02:37.949294
3d,9s,sb,advanced,fold,2023-11-30 06:02:49.590939
As,3c,bb,advanced,aggress,2023-11-30 06:02:52.9634
4h,7s,sb,advanced,aggress,2023-11-30 06:03:20.027833
7d,6d,sb,advanced,aggress,2023-11-30 06:03:25.887598
9h,3h,sb,advanced,aggress,2023-11-30 06:03:30.333277
Qs,6h,bb,advanced,aggress,2023-11-30 06:03:34.812621
2c,6d,sb,advanced,fold,2023-11-30 06:03:49.303393
Qs,3s,bb,advanced,fold,2023-11-30 06:03:57.786859
3c,2c,sb,advanced,fold,2023-11-30 06:04:02.568781
8c,2h,sb,beginner,aggress,2023-11-30 05:40:50.901114
5h,2s,bb,beginner,aggress,2023-11-30 05:41:26.060376
6c,8s,sb,beginner,aggress,2023-11-30 05:41:49.742673
Kd,5s,sb,beginner,aggress,2023-11-30 05:42:05.073244
2c,Ts,bb,beginner,aggress,2023-11-30 05:42:08.198826
8d,Th,bb,beginner,aggress,2023-11-30 05:45:54.479939
7s,Ac,sb,beginner,aggress,2023-11-30 05:46:07.549316
5d,8c,sb,beginner,fold,2023-11-30 05:47:31.54196
9h,Qd,sb,beginner,fold,2023-11-30 05:47:42.676107
Jc,6c,sb,advanced,aggress,2023-11-30 05:47:44.130841
Jh,5d,bb,beginner,fold,2023-11-30 05:48:06.594103
Th,3s,sb,advanced,fold,2023-11-30 05:48:15.730988
8h,4c,sb,beginner,fold,2023-11-30 05:48:22.738853
2c,6d,bb,beginner,fold,2023-11-30 05:48:25.364045
Jh,Jc,sb,beginner,aggress,2023-11-30 05:48:33.138604
Ah,3d,sb,advanced,aggress,2023-11-30 05:48:52.439845
Jd,Ac,sb,advanced,aggress,2023-11-30 05:49:07.156223
8c,Ts,bb,beginner,aggress,2023-11-30 05:49:13.146741
6d,5d,bb,advanced,fold,2023-11-30 05:49:17.448691
Jc,Kh,sb,advanced,aggress,2023-11-30 05:49:20.134862
Jc,8c,sb,beginner,aggress,2023-11-30 05:49:22.81454
4d,Jc,bb,advanced,fold,2023-11-30 05:49:30.019141
Tc,Th,bb,advanced,aggress,2023-11-30 05:49:44.761834
7d,6c,sb,advanced,aggress,2023-11-30 05:49:57.065762
6d,Th,bb,advanced,fold,2023-11-30 05:50:00.037822
2d,Js,sb,advanced,fold,2023-11-30 05:50:11.283976
Td,6s,bb,advanced,fold,2023-11-30 05:50:30.928701
Qs,6s,sb,advanced,aggress,2023-11-30 05:50:39.175224
4c,As,sb,advanced,fold,2023-11-30 05:50:41.979095
4h,3c,sb,advanced,fold,2023-11-30 05:50:45.10192
9s,6s,bb,advanced,fold,2023-11-30 05:50:49.869449
Qh,Jh,sb,advanced,aggress,2023-11-30 05:50:52.653619
Kc,7c,sb,advanced,aggress,2023-11-30 05:50:53.628955
Th,7c,bb,advanced,fold,2023-11-30 05:50:57.690123
7d,5s,sb,advanced,aggress,2023-11-30 05:51:11.961836
4c,5d,sb,advanced,fold,2023-11-30 05:51:18.719813
3s,8c,bb,advanced,fold,2023-11-30 05:51:24.733819
2d,Td,sb,advanced,fold,2023-11-30 05:51:52.822642
Js,4c,sb,advanced,fold,2023-11-30 05:52:04.169336
5s,4d,bb,advanced,aggress,2023-11-30 05:52:16.873229
Th,8c,sb,advanced,fold,2023-11-30 05:52:18.571013
4h,8d,bb,advanced,fold,2023-11-30 05:52:20.307651
6c,2d,sb,advanced,fold,2023-11-30 05:52:26.833571
2c,Jd,sb,advanced,fold,2023-11-30 05:52:32.24909
Jc,9h,bb,advanced,aggress,2023-11-30 05:52:34.335497
3h,5d,sb,advanced,fold,2023-11-30 05:52:34.683217
9s,9h,bb,advanced,aggress,2023-11-30 05:52:36.402937
7s,Qh,sb,advanced,fold,2023-11-30 05:52:46.872156
Ts,Kh,sb,advanced,aggress,2023-11-30 05:52:53.061419
Ah,3c,sb,advanced,aggress,2023-11-30 05:53:03.746397
7c,3h,bb,advanced,fold,2023-11-30 05:56:33.906489
7c,9h,sb,advanced,fold,2023-11-30 05:56:36.318993
8h,Ah,sb,advanced,aggress,2023-11-30 05:56:42.33874
6h,Qh,sb,advanced,aggress,2023-11-30 05:57:04.214837
4s,6d,sb,advanced,fold,2023-11-30 05:57:22.382565
7d,3c,sb,advanced,fold,2023-11-30 05:57:37.602595
6d,Js,bb,advanced,aggress,2023-11-30 05:57:39.355165
6d,4c,sb,advanced,fold,2023-11-30 05:58:05.690033
As,2h,sb,advanced,aggress,2023-11-30 05:58:12.278673
Ts,7h,sb,advanced,fold,2023-11-30 05:58:36.275256
2h,7s,sb,advanced,fold,2023-11-30 05:58:53.304142
Jh,9s,bb,advanced,aggress,2023-11-30 05:58:54.819703
Td,7d,bb,advanced,fold,2023-11-30 05:58:59.687202
9s,3c,sb,advanced,fold,2023-11-30 05:59:09.01226
Qc,As,sb,advanced,aggress,2023-11-30 05:59:13.570271
3d,Jc,bb,advanced,fold,2023-11-30 05:59:15.344056
Ts,Th,sb,advanced,aggress,2023-11-30 05:59:16.345156
3h,2c,sb,advanced,fold,2023-11-30 05:59:20.375082
5h,Th,sb,advanced,aggress,2023-11-30 05:59:20.508779
8h,9c,bb,advanced,aggress,2023-11-30 05:59:22.070949
5c,7d,bb,advanced,fold,2023-11-30 05:59:22.873419
3c,9s,sb,advanced,fold,2023-11-30 05:59:31.480721
4d,8d,bb,advanced,fold,2023-11-30 05:59:35.579603
8c,7h,bb,advanced,fold,2023-11-30 05:59:39.121971
5s,8d,bb,advanced,fold,2023-11-30 05:59:39.12603
Qh,9s,bb,advanced,aggress,2023-11-30 06:00:02.11685
Ac,5h,sb,advanced,aggress,2023-11-30 06:00:03.445013
2c,6s,sb,advanced,fold,2023-11-30 06:00:11.660542
Ts,4s,bb,advanced,fold,2023-11-30 06:00:27.577136
Ac,Js,sb,advanced,aggress,2023-11-30 06:00:29.442684
Qh,9h,bb,advanced,aggress,2023-11-30 06:00:38.925958
6c,As,sb,advanced,aggress,2023-11-30 06:00:51.399203
4s,9s,bb,advanced,fold,2023-11-30 06:00:52.376658
Ts,Kh,bb,advanced,aggress,2023-11-30 06:00:55.343837
7h,Qc,sb,advanced,aggress,2023-11-30 06:01:14.093277
5c,3c,bb,advanced,fold,2023-11-30 06:01:27.930558
5h,2h,bb,advanced,fold,2023-11-30 06:01:41.726418
8c,7d,bb,advanced,fold,2023-11-30 06:01:47.295028
Kc,8s,sb,advanced,aggress,2023-11-30 06:01:54.57968
Kc,9c,bb,advanced,aggress,2023-11-30 06:02:07.657596
Ts,7s,sb,advanced,aggress,2023-11-30 06:02:22.349805
Qh,5h,bb,advanced,aggress,2023-11-30 06:02:29.551267
Qd,8d,sb,advanced,aggress,2023-11-30 06:02:38.508028
Js,5c,sb,advanced,aggress,2023-11-30 06:02:44.420209
9h,Kc,bb,advanced,aggress,2023-11-30 06:02:53.761786
9h,Jd,sb,advanced,aggress,2023-11-30 06:03:02.399263
4s,9h,sb,advanced,fold,2023-11-30 06:03:07.200134
Ac,Ts,sb,advanced,aggress,2023-11-30 06:03:07.59461
Td,Jd,sb,advanced,aggress,2023-11-30 06:03:37.796722
6h,Jd,sb,advanced,fold,2023-11-30 06:03:44.214588
3h,Js,sb,advanced,fold,2023-11-30 06:03:54.726399
8s,Jc,bb,advanced,aggress,2023-11-30 06:03:56.451977
7h,5s,sb,beginner,fold,2023-11-30 06:32:49.497428
8s,Qc,bb,beginner,fold,2023-11-30 06:32:51.551179
Ah,Td,sb,beginner,aggress,2023-11-30 06:32:53.705522
5s,2h,bb,beginner,fold,2023-11-30 06:33:01.529629
Ts,Qs,sb,beginner,aggress,2023-11-30 06:33:03.738374
9h,Qd,bb,beginner,fold,2023-11-30 06:33:26.447918
3d,Jc,bb,beginner,fold,2023-11-30 06:33:34.47311
2h,Jc,sb,beginner,fold,2023-11-30 06:33:35.956161
8d,4h,bb,advanced,fold,2023-11-30 09:03:39.570291
Ad,Ac,sb,advanced,aggress,2023-11-30 09:03:41.014155
Kh,9h,bb,advanced,aggress,2023-11-30 09:03:42.805552
9h,Ac,bb,advanced,aggress,2023-11-30 09:04:10.482168
4d,Td,sb,advanced,aggress,2023-11-30 09:04:22.29759
4s,6h,sb,advanced,aggress,2023-11-30 09:04:27.420441
4s,7c,bb,advanced,fold,2023-11-30 09:04:30.038593
2h,Qs,bb,advanced,fold,2023-11-30 09:04:54.634746
2d,Ah,sb,advanced,aggress,2023-11-30 09:04:56.492381
5s,Ts,sb,advanced,aggress,2023-11-30 09:05:09.555351
9s,9h,sb,advanced,aggress,2023-11-30 09:05:27.772186
7d,6d,bb,advanced,aggress,2023-11-30 09:05:35.590449
7c,Qd,sb,advanced,aggress,2023-11-30 09:05:45.208575
5h,8c,bb,advanced,fold,2023-11-30 09:05:47.267934
4s,7d,sb,advanced,fold,2023-11-30 09:05:50.683112
4c,Kd,bb,advanced,fold,2023-11-30 09:05:52.691765
Th,Kh,sb,advanced,aggress,2023-11-30 09:05:54.068147
9c,3h,bb,advanced,fold,2023-11-30 06:04:04.54477
Tc,3s,sb,advanced,fold,2023-11-30 06:04:07.406895
Ks,Jh,bb,advanced,aggress,2023-11-30 06:04:10.20238
3h,2h,sb,advanced,fold,2023-11-30 06:04:19.860081
Td,Kd,sb,advanced,aggress,2023-11-30 06:04:24.663835
Th,9c,sb,advanced,aggress,2023-11-30 06:04:25.376648
8c,3h,sb,advanced,fold,2023-11-30 06:04:31.108216
9h,5s,sb,advanced,fold,2023-11-30 06:04:31.958993
As,2h,bb,advanced,aggress,2023-11-30 06:04:33.407056
7d,8h,bb,advanced,fold,2023-11-30 06:04:34.220903
5s,Td,sb,advanced,fold,2023-11-30 06:04:35.834126
Js,6c,bb,advanced,fold,2023-11-30 06:04:39.26575
6s,3d,sb,advanced,fold,2023-11-30 06:04:41.016445
2h,6c,sb,advanced,fold,2023-11-30 06:04:43.026872
Ah,9c,bb,advanced,aggress,2023-11-30 06:04:44.594171
4h,2h,sb,advanced,fold,2023-11-30 06:04:53.493584
5h,2d,sb,advanced,fold,2023-11-30 06:04:58.628859
Jc,Ah,sb,advanced,aggress,2023-11-30 06:05:04.149323
7h,Th,bb,advanced,fold,2023-11-30 06:05:08.188529
6c,3d,sb,advanced,fold,2023-11-30 06:05:11.454312
As,4d,bb,advanced,aggress,2023-11-30 06:05:14.193447
Ad,Td,sb,advanced,aggress,2023-11-30 06:05:24.295148
Qd,Ts,bb,advanced,aggress,2023-11-30 06:05:42.532448
5c,2s,sb,advanced,fold,2023-11-30 06:05:55.306831
Jd,5d,sb,advanced,aggress,2023-11-30 06:06:00.921896
Qc,2d,bb,advanced,fold,2023-11-30 06:06:04.364992
3s,Ad,sb,advanced,aggress,2023-11-30 06:06:06.049442
Qh,4h,sb,advanced,aggress,2023-11-30 06:06:18.597293
7d,Qh,sb,advanced,aggress,2023-11-30 06:06:24.913096
7s,Qd,sb,advanced,fold,2023-11-30 06:06:30.544778
Js,3h,bb,advanced,fold,2023-11-30 06:06:32.40188
9h,4d,sb,advanced,fold,2023-11-30 06:06:34.102525
4c,Ad,bb,advanced,aggress,2023-11-30 06:06:37.008845
As,Ah,sb,advanced,aggress,2023-11-30 06:06:48.493676
3c,5h,bb,advanced,fold,2023-11-30 06:06:51.132427
6c,Jh,sb,advanced,fold,2023-11-30 06:06:53.597774
Kh,Ad,bb,advanced,aggress,2023-11-30 06:06:55.32406
7s,Qd,sb,advanced,fold,2023-11-30 06:07:05.319602
3s,Qc,bb,advanced,fold,2023-11-30 06:07:07.25322
4s,4h,sb,advanced,aggress,2023-11-30 06:07:08.790406
2c,5s,bb,advanced,fold,2023-11-30 06:07:18.178808
Td,3d,sb,advanced,aggress,2023-11-30 06:07:21.29818
Tc,7d,bb,advanced,fold,2023-11-30 06:07:23.765492
4d,Qd,sb,advanced,aggress,2023-11-30 06:07:25.466504
Td,3c,bb,advanced,fold,2023-11-30 06:07:37.664967
7h,6c,sb,advanced,aggress,2023-11-30 06:07:40.623435
Jc,5h,sb,advanced,fold,2023-11-30 06:07:46.309116
Jc,3d,sb,advanced,fold,2023-11-30 06:07:51.947906
5s,9c,bb,advanced,fold,2023-11-30 06:07:53.906773
3s,Th,sb,advanced,fold,2023-11-30 06:07:55.524783
5h,Ts,bb,advanced,fold,2023-11-30 06:07:58.528646
Qh,Qc,sb,advanced,aggress,2023-11-30 06:08:00.50613
3s,Ah,sb,advanced,aggress,2023-11-30 06:08:07.025314
2d,Ts,bb,advanced,fold,2023-11-30 06:08:16.051642
5d,7c,sb,advanced,fold,2023-11-30 06:08:17.933276
7c,6c,sb,advanced,aggress,2023-11-30 06:08:24.312231
8c,9c,bb,advanced,aggress,2023-11-30 06:08:27.040842
3s,4s,sb,advanced,fold,2023-11-30 06:08:38.848821
7s,8c,sb,advanced,aggress,2023-11-30 06:08:53.845663
8c,Qs,bb,advanced,aggress,2023-11-30 06:09:02.727632
8d,4h,sb,advanced,fold,2023-11-30 06:09:11.685477
Ah,Qc,bb,advanced,aggress,2023-11-30 06:09:14.493023
7c,6c,sb,advanced,aggress,2023-11-30 06:09:24.466811
6s,Ts,bb,advanced,fold,2023-11-30 06:09:26.985323
4s,Jd,sb,advanced,fold,2023-11-30 06:09:28.528764
5c,6c,sb,advanced,aggress,2023-11-30 06:09:34.291688
6s,Tc,sb,advanced,fold,2023-11-30 06:09:39.605353
8c,6s,sb,advanced,fold,2023-11-30 06:09:44.967187
2d,9c,bb,advanced,fold,2023-11-30 06:09:46.721171
Ts,2d,sb,advanced,fold,2023-11-30 06:09:48.310563
2d,7h,bb,advanced,fold,2023-11-30 06:09:49.854908
6d,6s,sb,advanced,aggress,2023-11-30 06:09:51.695007
6d,4c,sb,advanced,fold,2023-11-30 06:09:57.015105
5h,Js,bb,advanced,fold,2023-11-30 06:09:58.938121
Td,Qs,sb,advanced,aggress,2023-11-30 06:10:00.590158
3s,7c,sb,advanced,fold,2023-11-30 06:10:13.712665
Kh,6d,bb,advanced,fold,2023-11-30 06:10:17.073834
Th,Ac,sb,advanced,aggress,2023-11-30 06:10:18.613573
5d,3s,bb,advanced,fold,2023-11-30 06:10:20.204639
Qd,8s,sb,advanced,aggress,2023-11-30 06:10:26.440283
8s,Jd,sb,advanced,aggress,2023-11-30 06:10:39.649872
7s,5s,bb,advanced,fold,2023-11-30 06:10:42.898321
Qc,Ts,sb,advanced,aggress,2023-11-30 06:10:45.714354
3h,Ad,bb,advanced,aggress,2023-11-30 06:10:47.953263
Ac,6c,sb,advanced,aggress,2023-11-30 06:10:57.071963
Jh,4s,bb,advanced,fold,2023-11-30 06:11:06.103822
9d,8h,sb,advanced,aggress,2023-11-30 06:11:08.560343
8c,Kh,sb,advanced,aggress,2023-11-30 06:11:22.399001
8d,9c,bb,advanced,fold,2023-11-30 06:11:32.57679
Qh,2d,sb,advanced,aggress,2023-11-30 06:11:35.033961
6d,Qd,bb,advanced,fold,2023-11-30 06:11:37.316035
Jc,2s,sb,advanced,fold,2023-11-30 06:11:41.198678
4s,Th,sb,advanced,fold,2023-11-30 06:11:46.416629
8c,6h,bb,advanced,fold,2023-11-30 06:11:48.47558
5s,9s,sb,advanced,aggress,2023-11-30 06:11:50.653118
Kd,9d,bb,advanced,aggress,2023-11-30 06:11:53.894566
8h,2h,sb,advanced,fold,2023-11-30 06:12:03.129003
Td,5h,sb,advanced,fold,2023-11-30 06:12:08.757141
Qh,8d,sb,advanced,aggress,2023-11-30 06:13:09.686165
9c,3h,sb,advanced,fold,2023-11-30 06:13:14.983655
8c,6d,bb,advanced,fold,2023-11-30 06:13:18.90387
9c,Jh,sb,advanced,aggress,2023-11-30 06:13:20.515723
Ah,3c,sb,advanced,aggress,2023-11-30 06:13:25.758218
Ac,3d,bb,advanced,aggress,2023-11-30 06:13:30.52763
9c,Ts,sb,advanced,aggress,2023-11-30 06:13:35.183854
Js,Ac,sb,advanced,aggress,2023-11-30 06:13:39.401773
3s,Th,sb,advanced,fold,2023-11-30 06:13:48.72879
Ts,Qs,bb,advanced,aggress,2023-11-30 06:13:51.351293
8d,Ks,bb,advanced,aggress,2023-11-30 06:13:55.756925
3d,5s,sb,advanced,fold,2023-11-30 06:14:00.339267
Ks,5d,bb,advanced,aggress,2023-11-30 06:14:03.799129
6d,Td,sb,advanced,aggress,2023-11-30 06:14:04.972841
2s,8h,sb,advanced,fold,2023-11-30 06:14:13.573244
Ac,4d,bb,advanced,aggress,2023-11-30 06:14:13.794629
8h,Ts,bb,advanced,fold,2023-11-30 06:14:16.245611
3c,Qs,sb,advanced,aggress,2023-11-30 06:14:18.097221
Ah,Kh,bb,advanced,aggress,2023-11-30 06:14:19.936073
3h,Qc,sb,advanced,fold,2023-11-30 06:14:22.688996
7d,6h,bb,advanced,fold,2023-11-30 06:14:25.074258
7c,6c,sb,advanced,aggress,2023-11-30 06:14:26.608152
Th,Ks,sb,advanced,aggress,2023-11-30 06:14:28.608588
8c,Ts,sb,advanced,aggress,2023-11-30 06:14:36.498347
3c,6h,bb,advanced,fold,2023-11-30 06:14:37.489509
5h,Ah,sb,advanced,aggress,2023-11-30 06:14:39.183147
2c,4d,sb,advanced,fold,2023-11-30 06:14:41.667937
8s,8h,bb,advanced,aggress,2023-11-30 06:14:43.523445
Jh,8d,sb,advanced,aggress,2023-11-30 06:14:45.028755
2d,4d,sb,advanced,fold,2023-11-30 06:14:52.862795
Jc,Jh,sb,advanced,aggress,2023-11-30 06:14:57.544623
Tc,4d,bb,advanced,fold,2023-11-30 06:15:00.193409
Jc,Qc,bb,advanced,aggress,2023-11-30 06:15:00.268761
Kd,2h,sb,advanced,aggress,2023-11-30 06:15:02.317854
Js,6d,sb,advanced,fold,2023-11-30 06:15:09.082212
Tc,Jd,sb,advanced,aggress,2023-11-30 06:15:09.662819
4c,7d,sb,advanced,fold,2023-11-30 06:15:22.185914
5s,Jd,sb,advanced,fold,2023-11-30 06:15:36.302518
4c,Jh,sb,advanced,aggress,2023-11-30 06:15:42.631775
Tc,Td,sb,advanced,aggress,2023-11-30 06:15:51.931738
Ah,8h,sb,advanced,aggress,2023-11-30 06:15:57.071082
4d,9s,sb,advanced,fold,2023-11-30 06:16:02.127539
8c,4d,bb,advanced,fold,2023-11-30 06:16:03.996335
8c,Ts,sb,advanced,aggress,2023-11-30 06:16:11.896889
9d,8d,sb,advanced,aggress,2023-11-30 06:16:48.745073
