1.651123102050780833e+00,-1.636271009806426235e+01
1.627633143071127497e+00,-6.410241472339204272e+00
1.600100465874624289e+00,-4.255548386796551341e+00
1.540859516698322107e+00,-5.028463601619039380e+00
1.576362351589476019e+00,-1.261763672908580070e+01
1.635201373081346610e+00,-1.157413614485162334e+01
1.575395458399392767e+00,-1.037175346880943572e+01
1.538453894715853032e+00,-6.609571265639442750e+00
-1.896649272598928126e-01,1.499206291925123669e+00
-1.850339546773422494e+00,1.576874533139246637e+00
-2.423792242958268162e+01,1.583310264297129510e+00
-6.731296700053364646e+01,1.837889534190036089e+00
-5.899336556285081912e+01,1.658531554108863659e+00
1.762088069979417471e+00,-3.341276053149146463e+01
1.663290308156270880e+00,-3.644882846374739671e+01
1.761269414786167831e+00,-2.089074195565074277e+01
1.807387536604539990e+00,-3.681198513612968526e+01
1.659193655866662009e+00,-5.135076559032369659e+01
1.684538071425149441e+00,-2.889871862648644907e+01
1.691245028135357487e+00,-3.196180124074108875e+01
1.667748295300324646e+00,-2.405573541625187062e+01
1.615016586785321451e+00,-2.214609886251333748e+01
1.595297621138908717e+00,-9.455373297899834384e+00
-1.139261799512889617e+01,1.520735770276318455e+00
-5.892904606913676702e+01,1.874143880308766441e+00
-5.541460459741345090e+01,1.665619374393578767e+00
1.806243617830671999e+00,-3.257475149724174912e+01
1.738534061791233931e+00,-3.975400280342844184e+01
1.726236463510756769e+00,-2.560498913018264844e+01
1.740766730963975606e+00,-2.425504156699888014e+01
1.746451369499057105e+00,-4.005916976574064847e+01
1.667995945364429522e+00,-2.936866927003632810e+01
1.673190411113810061e+00,-2.398316267054191897e+01
1.636927212672552256e+00,-1.729895341900683903e+01
1.579231952386788373e+00,-1.848825848624527524e+01
1.593503830334679128e+00,-1.429722151877575520e+01
-1.260402980734733980e+01,1.470814509336145548e+00
-6.653266887728760537e+01,1.801005878113697278e+00
-6.577918071481683171e+01,1.659825027429956634e+00
1.787892048523743060e+00,-5.308192468597655989e+01
1.740301336393718090e+00,-3.543884773292169399e+01
1.722670863242444339e+00,-2.687126532431649650e+01
1.657948325403436396e+00,-2.455966512475687580e+01
1.821820601950516760e+00,-3.036620100769401631e+01
1.729396067490542865e+00,-3.647748823176166155e+01
1.673793873862980064e+00,-3.545569583813575321e+01
1.678226019108239875e+00,-2.702981209545276897e+01
1.589405274208830487e+00,-1.791701610576873449e+01
1.570816284382066774e+00,-2.993960728800288962e+01
-8.791353697017729729e+00,1.464269229021893493e+00
-4.523214503813831300e+01,1.845334186604308702e+00
4.599486769416615828e-01,1.527706631886717403e+00
8.415278426114392030e-01,1.326973337310757506e+00
8.666843928018463927e-01,1.325996881718023657e+00
1.594300287852070230e+00,-5.781781939927924441e+00
1.546928681814951911e+00,-3.412946645019490077e+00
1.560315209331373021e+00,-3.122429652905672981e+00
1.557179304550915910e+00,-7.619477489497296363e-02
-4.049730112305300445e+00,1.543599565519044869e+00
-5.248962980513239174e+00,1.556109558949066107e+00
-4.005841266185964145e+01,1.789577258882883548e+00
-6.977099024057400811e+01,1.959837832401982727e+00
1.864922092452638402e+00,-3.863635863423912298e+01
-9.568182773309101208e+01,1.878334652466453703e+00
1.664948141016234340e+00,-2.078595578997158100e+01
1.701004183254599900e+00,-1.573432025504882326e+01
1.705225087788912797e+00,-2.809617612970638234e+01
1.593070648685426693e+00,-2.566227507887872861e+01
1.732200372311324843e+00,-2.880032210579340912e+01
1.656103063053374846e+00,-3.520607056838503013e+01
1.666261919949334702e+00,-2.621167826219213737e+01
1.574918727160629528e+00,-1.756277067260347025e+01
1.687692801247878904e+00,-1.011511732938468278e+01
